antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Zucchini'}),0.10388066040239953,0.048723257418909593,0.01008653182566226,0.09709730171708912,1.9928327222105118,1.0,0.005025127668029819,1.0535761432435349,0.5559546750194403,0.07077404455039858,0.05085170501165274,0.15205704048591434
frozenset({'Organic Zucchini'}),frozenset({'Organic Baby Spinach'}),0.048723257418909593,0.10388066040239953,0.01008653182566226,0.20701677925473957,1.9928327222105118,1.0,0.005025127668029819,1.1300609094293457,0.5237190335094847,0.07077404455039858,0.11509194623413996,0.15205704048591434
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Raspberries'}),0.1643573817486861,0.0588841110580241,0.018898975420714552,0.11498708010335917,1.9527692281887636,1.0,0.009220937100618855,1.063392259913999,0.5838700766409055,0.09248675049360906,0.059613241795765784,0.21796955880393346
frozenset({'Organic Raspberries'}),frozenset({'Bag of Organic Bananas'}),0.0588841110580241,0.1643573817486861,0.018898975420714552,0.32095203750450774,1.9527692281887634,1.0,0.009220937100618855,1.230609123956927,0.5184342601114912,0.09248675049360906,0.1873942907358117,0.21796955880393346
frozenset({'Organic Strawberries'}),frozenset({'Organic Cucumber'}),0.11566597653554175,0.04897807506503159,0.010957158783245739,0.09473104461171286,1.9341520565259431,1.0,0.005292061902017793,1.0505407473374109,0.5461483503387162,0.07129533678756476,0.048109268931744026,0.1592233154990062
frozenset({'Organic Cucumber'}),frozenset({'Organic Strawberries'}),0.04897807506503159,0.11566597653554175,0.010957158783245739,0.22371558638629957,1.9341520565259431,1.0,0.005292061902017793,1.139188173761951,0.5078511392852901,0.07129533678756476,0.12218189844993607,0.1592233154990062
frozenset({'Organic Fuji Apple'}),frozenset({'Banana'}),0.034580878059138925,0.19882146838668577,0.012847056325317194,0.37150752225974826,1.8685483276745911,1.0,0.005971635371498269,1.2747623241155663,0.4814750168328624,0.05824868820103018,0.2155400414004213,0.21806178206333562
frozenset({'Banana'}),frozenset({'Organic Fuji Apple'}),0.19882146838668577,0.034580878059138925,0.012847056325317194,0.06461604186692299,1.868548327674591,1.0,0.005971635371498269,1.0321099838698655,0.5801767891249356,0.05824868820103018,0.031111009845549688,0.21806178206333562
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Lemon'}),0.1643573817486861,0.037213993735732864,0.01132876785050698,0.06892764857881137,1.8521970275022395,1.0,0.005212373275689921,1.0340614290550791,0.5505949845218824,0.059549056814376604,0.032939463844236315,0.1866749512508893
frozenset({'Organic Lemon'}),frozenset({'Bag of Organic Bananas'}),0.037213993735732864,0.1643573817486861,0.01132876785050698,0.3044222539229672,1.852197027502239,1.0,0.005212373275689921,1.2013647977731154,0.47788463009257554,0.059549056814376604,0.16761336618683262,0.1866749512508893
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Strawberries'}),0.07743271221532091,0.11566597653554175,0.01634018155757286,0.21102426984779923,1.8244282041137296,1.0,0.007383851283392195,1.120863405131438,0.4898104110598992,0.0924435367611725,0.10783062822651872,0.17614734696722623
frozenset({'Organic Strawberries'}),frozenset({'Organic Hass Avocado'}),0.11566597653554175,0.07743271221532091,0.01634018155757286,0.1412704240866532,1.8244282041137296,1.0,0.007383851283392195,1.074339714925312,0.5109868561767389,0.0924435367611725,0.06919572449248987,0.17614734696722623
frozenset({'Organic Avocado'}),frozenset({'Organic Baby Spinach'}),0.07866433083824388,0.10388066040239953,0.014885597494293147,0.18922931569712512,1.8216029332516077,1.0,0.006713894856703529,1.1052685512033664,0.48954247491401276,0.08878475080742194,0.09524251014719884,0.16626224574717252
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Avocado'}),0.10388066040239953,0.07866433083824388,0.014885597494293147,0.14329517579721995,1.8216029332516077,1.0,0.006713894856703529,1.0754412058075187,0.5033179441373725,0.08878475080742194,0.0701490750030096,0.16626224574717252
frozenset({'Honeycrisp Apple'}),frozenset({'Banana'}),0.03770239422413336,0.19882146838668577,0.01307002176567394,0.34666291185581527,1.7435889326679463,1.0,0.005573976384338046,1.2262866231719307,0.4431792399088024,0.058490924641262,0.18452996134510083,0.20620019458004904
frozenset({'Banana'}),frozenset({'Honeycrisp Apple'}),0.19882146838668577,0.03770239422413336,0.01307002176567394,0.06573747730428282,1.7435889326679463,1.0,0.005573976384338046,1.0300077145332311,0.5323037308988245,0.058490924641262,0.02913348522523421,0.20620019458004904
frozenset({'Organic Strawberries'}),frozenset({'Bag of Organic Bananas'}),0.11566597653554175,0.1643573817486861,0.03263789350745872,0.28217367358178813,1.7168299383915189,1.0,0.013627336446672116,1.1641292433797716,0.4721418780024572,0.13193133047210298,0.14098885008958406,0.24037624247564857
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Strawberries'}),0.1643573817486861,0.11566597653554175,0.03263789350745872,0.198578811369509,1.7168299383915187,1.0,0.013627336446672116,1.1034572532024676,0.49965274329080306,0.13193133047210298,0.09375737293149566,0.24037624247564857
frozenset({'Organic Whole Milk'}),frozenset({'Organic Strawberries'}),0.05211020863194776,0.11566597653554175,0.01012900143334926,0.19437652811735942,1.6804987424943545,1.0,0.004101623264464204,1.09770141304086,0.42720004440986903,0.0642510775862069,0.08900545437962681,0.14097383409723305
frozenset({'Organic Strawberries'}),frozenset({'Organic Whole Milk'}),0.11566597653554175,0.05211020863194776,0.01012900143334926,0.08757114007710666,1.6804987424943543,1.0,0.004101623264464204,1.038864324664342,0.4579022747329229,0.0642510775862069,0.03741039492996282,0.14097383409723305
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Cucumber'}),0.1643573817486861,0.04897807506503159,0.013462865636778681,0.08191214470284237,1.6724247450329957,1.0,0.005412957455999481,1.0358724597518514,0.4811456028050279,0.06735723771580346,0.03463018966682902,0.17839374848408973
frozenset({'Organic Cucumber'}),frozenset({'Bag of Organic Bananas'}),0.04897807506503159,0.1643573817486861,0.013462865636778681,0.2748753522653371,1.6724247450329957,1.0,0.005412957455999481,1.1524123760817073,0.4227723470366824,0.06735723771580346,0.13225506706194998,0.17839374848408973
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Hass Avocado'}),0.10388066040239953,0.07743271221532091,0.013292987206030685,0.1279640228945217,1.6525835042260422,1.0,0.005249225924354199,1.0579463600193741,0.44066324487093084,0.07911532385466034,0.05477249339778719,0.14981774434181727
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Baby Spinach'}),0.07743271221532091,0.10388066040239953,0.013292987206030685,0.17167146578911285,1.652583504226042,1.0,0.005249225924354199,1.0818404806630195,0.42803041166449657,0.07911532385466034,0.07564930516637948,0.14981774434181727
frozenset({'Banana'}),frozenset({'Strawberries'}),0.19882146838668577,0.06894940807984286,0.020682698943568507,0.10402648723699669,1.5087364798916745,1.0,0.0069740763847413335,1.039149683174208,0.42087214746776425,0.08370574080440013,0.03767472945246984,0.20199784478880942
frozenset({'Strawberries'}),frozenset({'Banana'}),0.06894940807984286,0.19882146838668577,0.020682698943568507,0.29996920234062213,1.5087364798916745,1.0,0.0069740763847413335,1.1444904056966263,0.3621647760405289,0.08370574080440013,0.12624868236328995,0.20199784478880942
frozenset({'Organic Avocado'}),frozenset({'Banana'}),0.07866433083824388,0.19882146838668577,0.023528162658597442,0.2990956944256985,1.5043430513448903,1.0,0.007888004891681746,1.1430640748551983,0.3638825858619679,0.09264601362933232,0.12515840362957917,0.20871691695545314
frozenset({'Banana'}),frozenset({'Organic Avocado'}),0.19882146838668577,0.07866433083824388,0.023528162658597442,0.11833813948520774,1.50434305134489,1.0,0.007888004891681746,1.0449988940474286,0.41845605256838986,0.09264601362933232,0.04306118820197164,0.20871691695545314
frozenset({'Organic Baby Spinach'}),frozenset({'Large Lemon'}),0.10388066040239953,0.08637256463343419,0.013144343579126187,0.12653311529026984,1.4649688338800326,1.0,0.004171904524356106,1.0459783322755065,0.3541845462365894,0.07421617409028236,0.04395725117506177,0.1393575226113304
frozenset({'Large Lemon'}),frozenset({'Organic Baby Spinach'}),0.08637256463343419,0.10388066040239953,0.013144343579126187,0.1521819299323909,1.4649688338800324,1.0,0.004171904524356106,1.0569712668734927,0.3473972096096965,0.07421617409028236,0.053900487798512316,0.1393575226113304
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Strawberries'}),0.10388066040239953,0.11566597653554175,0.017401921749747837,0.16751839738348326,1.448294497665079,1.0,0.005386463721147311,1.0622865666760295,0.34541458976464795,0.08608645412048951,0.05863442938088594,0.15898409312904657
frozenset({'Organic Strawberries'}),frozenset({'Organic Baby Spinach'}),0.11566597653554175,0.10388066040239953,0.017401921749747837,0.15044978887460989,1.448294497665079,1.0,0.005386463721147311,1.054816216701919,0.35001785055679546,0.08608645412048951,0.051967552104301276,0.15898409312904657
frozenset({'Seedless Red Grapes'}),frozenset({'Banana'}),0.043096034400382226,0.19882146838668577,0.012337421033073207,0.28627740822862774,1.4398717128064351,1.0,0.0037690041919460904,1.1225349188189306,0.3192521863539067,0.053739074134023956,0.10915911546685358,0.17416508454793558
frozenset({'Banana'}),frozenset({'Seedless Red Grapes'}),0.19882146838668577,0.043096034400382226,0.012337421033073207,0.06205276086724341,1.4398717128064351,1.0,0.0037690041919460904,1.0202108665348693,0.38130537838206435,0.053739074134023956,0.0198104795761636,0.17416508454793558
frozenset({'Yellow Onions'}),frozenset({'Banana'}),0.03994266602962255,0.19882146838668577,0.01137123745819398,0.28468899521531105,1.4318825704557339,1.0,0.0034297779469054327,1.1200422281416902,0.3141673908540226,0.050007003782042314,0.1071765198896629,0.17094110126033096
frozenset({'Banana'}),frozenset({'Yellow Onions'}),0.19882146838668577,0.03994266602962255,0.01137123745819398,0.05719320730535085,1.4318825704557336,1.0,0.0034297779469054327,1.0182970057167537,0.3764687841502443,0.050007003782042314,0.0179682407136953,0.17094110126033096
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Yellow Onion'}),0.1643573817486861,0.045548654244306416,0.010617401921749748,0.06459948320413436,1.4182522903453136,1.0,0.0031311443679793664,1.0203664939432415,0.35291023441966834,0.053276505061267986,0.01995997914880021,0.14884985815218374
frozenset({'Organic Yellow Onion'}),frozenset({'Bag of Organic Bananas'}),0.045548654244306416,0.1643573817486861,0.010617401921749748,0.23310023310023312,1.4182522903453136,1.0,0.0031311443679793664,1.0896373350450264,0.3089804772234273,0.053276505061267986,0.08226345790668262,0.14884985815218374
frozenset({'Organic Blueberries'}),frozenset({'Bag of Organic Bananas'}),0.05272601794340925,0.1643573817486861,0.012071985985029463,0.22895690696737817,1.393043041519542,1.0,0.003406075725816476,1.0837819906597088,0.29785162069404325,0.05888445802475528,0.0773052065653073,0.15120325968523946
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Blueberries'}),0.1643573817486861,0.05272601794340925,0.012071985985029463,0.07344961240310077,1.393043041519542,1.0,0.003406075725816476,1.0223663977017379,0.33764085822631146,0.05888445802475528,0.021877086093612868,0.15120325968523946
frozenset({'Organic Baby Spinach'}),frozenset({'Bag of Organic Bananas'}),0.10388066040239953,0.1643573817486861,0.023740510697032435,0.22853638593622239,1.3904844644317251,1.0,0.006666957338969635,1.0831912264137329,0.3133803555007095,0.09709918360257076,0.07680197585163717,0.1864904151903334
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Baby Spinach'}),0.1643573817486861,0.10388066040239953,0.023740510697032435,0.14444444444444443,1.3904844644317251,1.0,0.006666957338969635,1.0474122151140783,0.33606016624884544,0.09709918360257076,0.045266051350102476,0.1864904151903334
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Whole Milk'}),0.1643573817486861,0.05211020863194776,0.011870255348516217,0.07222222222222222,1.3859515077424611,1.0,0.003305557895391501,1.021677619438619,0.33324537098122,0.05801764400622729,0.021217670844674432,0.1500067916327085
frozenset({'Organic Whole Milk'}),frozenset({'Bag of Organic Bananas'}),0.05211020863194776,0.1643573817486861,0.011870255348516217,0.22779136104319478,1.3859515077424611,1.0,0.003305557895391501,1.0821461663265035,0.29378313477241524,0.05801764400622729,0.07591041661715646,0.1500067916327085
frozenset({'Organic Zucchini'}),frozenset({'Bag of Organic Bananas'}),0.048723257418909593,0.1643573817486861,0.011052715400541488,0.22684680758335152,1.3802045589301009,1.0,0.0030446883809022614,1.0808241192658623,0.2895789463120587,0.05470885011561909,0.07478008477527427,0.1470474347994277
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Zucchini'}),0.1643573817486861,0.048723257418909593,0.011052715400541488,0.06724806201550387,1.3802045589301006,1.0,0.0030446883809022614,1.019860376421863,0.3296501527701571,0.05470885011561909,0.019473622939977592,0.1470474347994277
frozenset({'Large Lemon'}),frozenset({'Banana'}),0.08637256463343419,0.19882146838668577,0.022912353347135955,0.26527350952673634,1.3342297070797642,1.0,0.005739633218392645,1.0904445967331957,0.27418602133918957,0.08735781079221148,0.08294286294246761,0.19025717556866562
frozenset({'Banana'}),frozenset({'Large Lemon'}),0.19882146838668577,0.08637256463343419,0.022912353347135955,0.1152408416105949,1.3342297070797642,1.0,0.005739633218392645,1.0326284014168463,0.31266922615244386,0.08735781079221148,0.03159742785698875,0.19025717556866562
frozenset({'Organic Avocado'}),frozenset({'Organic Strawberries'}),0.07866433083824388,0.11566597653554175,0.011551733290863725,0.14684842758806857,1.2695905225245308,1.0,0.0024529466459433154,1.036549719956996,0.23047459669656561,0.06320069706651175,0.03526094238731962,0.12335995824051858
frozenset({'Organic Strawberries'}),frozenset({'Organic Avocado'}),0.11566597653554175,0.07866433083824388,0.011551733290863725,0.0998714888929686,1.2695905225245305,1.0,0.0024529466459433154,1.0235601447938172,0.24011794315041454,0.06320069706651175,0.02301784112409246,0.12335995824051858
frozenset({'Limes'}),frozenset({'Banana'}),0.06405478579391623,0.19882146838668577,0.014131761957848914,0.22061992375269351,1.1096383380672563,1.0,0.0013962953891078697,1.0279689666574063,0.10556757916061794,0.05681236127710432,0.027207987365952896,0.1458487849031544
frozenset({'Banana'}),frozenset({'Limes'}),0.19882146838668577,0.06405478579391623,0.014131761957848914,0.0710776460536153,1.1096383380672563,1.0,0.0013962953891078697,1.0075602231229162,0.12332515986385709,0.05681236127710432,0.007503495026315424,0.1458487849031544
frozenset({'Large Lemon'}),frozenset({'Organic Strawberries'}),0.08637256463343419,0.11566597653554175,0.010797897754419493,0.12501536570374924,1.0808309361857558,1.0,0.0008075307202141304,1.0106852038330103,0.08185603599928472,0.056462358427714854,0.010572237322251172,0.1091847527986343
frozenset({'Organic Strawberries'}),frozenset({'Large Lemon'}),0.11566597653554175,0.08637256463343419,0.010797897754419493,0.09335413989351936,1.0808309361857555,1.0,0.0008075307202141304,1.007700443543927,0.08456750306441813,0.056462358427714854,0.007641599835806175,0.1091847527986343
frozenset({'Organic Whole Milk'}),frozenset({'Banana'}),0.05211020863194776,0.19882146838668577,0.011084567606306737,0.21271393643031786,1.0698740843046828,1.0,0.0007239394081663356,1.0176460230740545,0.06890101439417741,0.04621513944223109,0.017340040322419967,0.13423264908667448
frozenset({'Banana'}),frozenset({'Organic Whole Milk'}),0.19882146838668577,0.05211020863194776,0.011084567606306737,0.05575136174303109,1.0698740843046828,1.0,0.0007239394081663356,1.0038561380589381,0.08151812059620424,0.04621513944223109,0.0038413253779515768,0.13423264908667448
frozenset({'Banana'}),frozenset({'Organic Baby Spinach'}),0.19882146838668577,0.10388066040239953,0.021234803843499496,0.10680337498664959,1.0281353100079305,1.0,0.0005810984053157761,1.0032721961798796,0.0341564028147736,0.07544322897019994,0.003261523834049261,0.15560937351131335
frozenset({'Organic Baby Spinach'}),frozenset({'Banana'}),0.10388066040239953,0.19882146838668577,0.021234803843499496,0.20441537203597712,1.0281353100079305,1.0,0.0005810984053157761,1.0070311861902193,0.030537647658203115,0.07544322897019994,0.006982093788792672,0.15560937351131335
frozenset({'Banana'}),frozenset({'Organic Strawberries'}),0.19882146838668577,0.11566597653554175,0.023082231777883953,0.1160952686104881,1.0037114810059502,1.0,8.535248070759907e-05,1.0004856768605273,0.004615396825704565,0.07921008525832544,0.0004854410930211212,0.1578273295503331
frozenset({'Organic Strawberries'}),frozenset({'Banana'}),0.11566597653554175,0.19882146838668577,0.023082231777883953,0.1995593904901781,1.0037114810059502,1.0,8.535248070759907e-05,1.0009218948847989,0.004181402901524064,0.07921008525832544,0.0009210457774079287,0.1578273295503331
